timestamp_hour,site_id,arrivals_per_hour,average_service_time_minutes,average_waiting_time_minutes,average_queue_length,maximum_queue_length,charger_utilization,active_charging_sessions,completed_sessions
2018-09-11 05:00:00,Caltech,0,,,0.0,0,0.4432,13.3,15
2018-09-11 05:00:00,JPL,0,,,0.0,0,0.043,1.37,2
2018-09-11 06:00:00,Caltech,0,,,0.0,0,0.1721,5.16,2
2018-09-11 06:00:00,JPL,0,,,0.0,0,0.0312,1.0,0
2018-09-11 07:00:00,Caltech,1,454.95,0.0,0.0,0,0.1121,3.36,2
2018-09-11 07:00:00,JPL,0,,,0.0,0,0.002,0.06,1
2018-09-11 08:00:00,Caltech,0,,,0.0,0,0.095,2.85,1
2018-09-11 08:00:00,JPL,0,,,0.0,0,0.0,0.0,0
2018-09-11 09:00:00,Caltech,0,,,0.0,0,0.0667,2.0,0
2018-09-11 09:00:00,JPL,0,,,0.0,0,0.0,0.0,0
2018-09-11 10:00:00,Caltech,1,133.13,0.0,0.0,0,0.0921,2.76,0
2018-09-11 10:00:00,JPL,0,,,0.0,0,0.0,0.0,0
2018-09-11 11:00:00,Caltech,1,504.27,0.0,0.0,0,0.1029,3.09,0
2018-09-11 11:00:00,JPL,0,,,0.0,0,0.0,0.0,0
2018-09-11 12:00:00,Caltech,0,,,0.0,0,0.1152,3.45,1
2018-09-11 12:00:00,JPL,1,3447.43,0.0,0.0,0,0.0105,0.34,0
2018-09-11 13:00:00,Caltech,5,330.03,0.0,0.0,0,0.1718,5.15,0
2018-09-11 13:00:00,JPL,1,3182.23,0.0,0.0,0,0.0573,1.83,0
2018-09-11 14:00:00,Caltech,10,514.5,0.0,0.0,0,0.4046,12.14,0
2018-09-11 14:00:00,JPL,0,,,0.0,0,0.0625,2.0,0
2018-09-11 15:00:00,Caltech,24,395.9,66.31,2.55,10,0.8866,26.6,2
2018-09-11 15:00:00,JPL,0,,,0.0,0,0.0625,2.0,0
2018-09-11 16:00:00,Caltech,10,315.99,305.64,14.92,20,1.0,30.0,0
2018-09-11 16:00:00,JPL,0,,,0.0,0,0.0625,2.0,0
2018-09-11 17:00:00,Caltech,4,450.75,381.89,20.59,21,1.0,30.0,3
2018-09-11 17:00:00,JPL,0,,,0.0,0,0.0625,2.0,0
2018-09-11 18:00:00,Caltech,6,301.12,316.28,21.58,23,1.0,30.0,4
2018-09-11 18:00:00,JPL,0,,,0.0,0,0.0625,2.0,0
2018-09-11 19:00:00,Caltech,4,277.63,279.93,22.06,24,1.0,30.0,3
2018-09-11 19:00:00,JPL,0,,,0.0,0,0.0625,2.0,0
