timestamp,t,total_demand,ground_truth_caltech_arrivals,ground_truth_jpl_arrivals,caltech_predicted_arrivals,jpl_predicted_arrivals,caltech_dt_predicted_queue,jpl_dt_predicted_queue,caltech_dt_predicted_wait,jpl_dt_predicted_wait,caltech_dt_predicted_util,jpl_dt_predicted_util,routed_to_caltech,routed_to_jpl,sim_caltech_queue,sim_jpl_queue,sim_caltech_wait,sim_jpl_wait,sim_caltech_util,sim_jpl_util
2018-09-05 11:00:00,0,3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.006166666666666663,0.1195925925925926
2018-09-05 12:00:00,1,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0,2,0.0,0.0,0.0,0.0,0.06666666666666667,0.17027777777777778
2018-09-05 13:00:00,2,9,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.26666666666666666,3,6,0.0,0.0,0.0,0.0,0.15451851851851853,0.4832037037037037
2018-09-05 14:00:00,3,15,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.610037037037037,8,7,0.0,1.0,0.0,0.0,0.582925925925926,0.910037037037037
2018-09-05 15:00:00,4,18,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,1.0,14,4,11.0,5.0,0.0,0.0,0.9405555555555556,1.0
2018-09-05 16:00:00,5,14,13.0,1.0,0.0,0.0,11.0,4.0,0.0,108.2833333333333,1.0,1.0,10,4,21.0,8.0,0.0,108.2833333333333,1.0,1.0
2018-09-05 17:00:00,6,2,2.0,0.0,0.0,0.0,21.0,8.0,0.0,0.0,1.0,1.0,1,1,22.0,9.0,0.0,0.0,1.0,1.0
2018-09-05 18:00:00,7,2,2.0,0.0,0.0,0.0,20.0,7.0,195.14166666666665,150.94166666666666,1.0,1.0,1,1,21.0,8.0,195.14166666666665,150.94166666666666,1.0,1.0
2018-09-05 19:00:00,8,5,2.0,3.0,0.0,0.0,21.0,6.0,0.0,204.525,1.0,1.0,2,3,23.0,9.0,0.0,204.525,1.0,1.0
2018-09-05 20:00:00,9,5,4.0,1.0,0.0,0.0,22.0,9.0,272.06666666666666,0.0,1.0,1.0,3,2,25.0,11.0,272.06666666666666,0.0,1.0,1.0
2018-09-05 21:00:00,10,4,3.0,1.0,0.0,0.0,25.0,11.0,0.0,0.0,1.0,1.0,2,2,27.0,13.0,0.0,0.0,1.0,1.0
2018-09-05 22:00:00,11,5,1.0,4.0,0.0,0.0,26.0,8.0,421.0833333333334,333.3133333333333,1.0,1.0,2,3,28.0,11.0,421.0833333333334,333.3133333333333,1.0,1.0
2018-09-05 23:00:00,12,3,2.0,1.0,0.0,0.0,24.0,8.0,458.8,263.71111111111117,1.0,1.0,1,2,25.0,10.0,458.8,263.71111111111117,1.0,1.0
2018-09-06 00:00:00,13,6,4.0,2.0,0.0,0.0,19.0,7.0,511.4638888888889,260.06666666666666,1.0,1.0,3,3,22.0,10.0,511.4638888888889,260.06666666666666,1.0,1.0
2018-09-06 01:00:00,14,8,7.0,1.0,0.0,0.0,21.0,9.0,545.1333333333334,263.08333333333337,1.0,1.0,5,3,26.0,12.0,545.1333333333334,263.08333333333337,1.0,1.0
2018-09-06 02:00:00,15,7,7.0,0.0,0.0,0.0,23.0,12.0,621.8055555555555,0.0,1.0,1.0,5,2,28.0,14.0,621.8055555555555,0.0,1.0,1.0
2018-09-06 03:00:00,16,5,5.0,0.0,0.0,0.0,26.0,11.0,656.9583333333334,313.5111111111111,1.0,1.0,4,1,30.0,12.0,656.9583333333334,313.5111111111111,1.0,1.0
2018-09-06 04:00:00,17,0,0.0,0.0,0.0,0.0,29.0,5.0,723.2166666666667,268.81666666666666,1.0,1.0,0,0,29.0,5.0,723.2166666666667,268.81666666666666,1.0,1.0
2018-09-06 05:00:00,18,4,4.0,0.0,0.0,0.0,27.0,0.0,700.0333333333333,84.88833333333335,1.0,0.9556851851851851,3,1,30.0,0.0,700.0333333333333,87.88166666666669,1.0,0.9717777777777776
2018-09-06 06:00:00,19,1,1.0,0.0,0.0,0.0,28.0,0.0,665.7916666666667,0.0,1.0,0.6040740740740737,1,0,29.0,0.0,665.7916666666667,0.0,1.0,0.6040740740740737
2018-09-06 07:00:00,20,0,0.0,0.0,0.0,0.0,26.0,0.0,657.1999999999999,0.0,1.0,0.3508518518518521,0,0,26.0,0.0,657.1999999999999,0.0,1.0,0.3508518518518521
2018-09-06 08:00:00,21,0,0.0,0.0,0.0,0.0,24.0,0.0,675.9749999999999,0.0,1.0,0.26666666666666666,0,0,24.0,0.0,675.9749999999999,0.0,1.0,0.26666666666666666
2018-09-06 09:00:00,22,1,1.0,0.0,0.0,0.0,22.0,0.0,631.7333333333333,0.0,1.0,0.20464814814814822,1,0,23.0,0.0,631.7333333333333,0.0,1.0,0.20464814814814822
2018-09-06 10:00:00,23,0,0.0,0.0,0.10476464778184891,0.10476464778184891,21.0,0.0,621.8583333333333,0.0,1.0,0.2,0,0,21.0,0.0,621.8583333333333,0.0,1.0,0.2
2018-09-06 11:00:00,24,1,1.0,0.0,0.8170637488365173,0.8170637488365173,13.0,0.0,620.1740740740742,0.0,1.0,0.26666666666666666,1,0,13.0,0.0,620.1740740740742,0.0,1.0,0.2
