timestamp_hour,site_id,arrivals_per_hour,average_service_time_minutes,average_waiting_time_minutes,average_queue_length,maximum_queue_length,charger_utilization,active_charging_sessions,completed_sessions
2018-09-09 04:00:00,JPL,0,,,0.0,0,0.0,0.0,0
2018-09-09 05:00:00,Caltech,2,315.43,118302.6,3544.29,3546,1.0,10.0,2
2018-09-09 05:00:00,JPL,0,,,0.0,0,0.0,0.0,0
2018-09-09 06:00:00,Caltech,0,,,3542.93,3544,1.0,10.0,2
2018-09-09 06:00:00,JPL,0,,,0.0,0,0.0,0.0,0
2018-09-09 07:00:00,Caltech,1,242.73,118179.4,3541.26,3542,1.0,10.0,1
2018-09-09 07:00:00,JPL,0,,,0.0,0,0.0,0.0,0
2018-09-09 08:00:00,Caltech,0,,,3541.74,3542,1.0,10.0,1
2018-09-09 08:00:00,JPL,0,,,0.0,0,0.0,0.0,0
2018-09-09 09:00:00,Caltech,0,,,3539.9,3541,1.0,10.0,2
2018-09-09 09:00:00,JPL,0,,,0.0,0,0.0,0.0,0
2018-09-09 10:00:00,Caltech,0,,,3538.05,3539,1.0,10.0,1
2018-09-09 10:00:00,JPL,0,,,0.0,0,0.0,0.0,0
2018-09-09 11:00:00,Caltech,0,,,3538.0,3538,1.0,10.0,0
2018-09-09 11:00:00,JPL,0,,,0.0,0,0.0,0.0,0
2018-09-09 12:00:00,Caltech,1,28.7,117984.33,3538.14,3539,1.0,10.0,3
2018-09-09 12:00:00,JPL,0,,,0.0,0,0.0,0.0,0
2018-09-09 13:00:00,Caltech,1,87.28,117899.95,3536.08,3537,1.0,10.0,0
2018-09-09 13:00:00,JPL,0,,,0.0,0,0.0,0.0,0
2018-09-09 14:00:00,Caltech,4,125.01,118031.45,3538.73,3541,1.0,10.0,0
2018-09-09 14:00:00,JPL,0,,,0.0,0,0.0,0.0,0
2018-09-09 15:00:00,Caltech,3,206.11,118189.27,3541.37,3543,1.0,10.0,1
2018-09-09 15:00:00,JPL,0,,,0.0,0,0.0,0.0,0
2018-09-09 16:00:00,Caltech,3,92.17,118272.78,3544.14,3545,1.0,10.0,1
2018-09-09 16:00:00,JPL,0,,,0.0,0,0.0,0.0,0
2018-09-09 17:00:00,Caltech,5,142.35,118258.81,3546.03,3549,1.0,10.0,1
2018-09-09 17:00:00,JPL,1,137.67,0.0,0.0,0,0.0401,0.6,0
2018-09-09 18:00:00,Caltech,2,159.38,118279.18,3548.89,3549,1.0,10.0,2
2018-09-09 18:00:00,JPL,0,,,0.0,0,0.0667,1.0,0
2018-09-09 19:00:00,Caltech,4,129.56,118250.73,3550.51,3553,1.0,10.0,1
2018-09-09 19:00:00,JPL,0,,,0.0,0,0.0462,0.69,1
2018-09-09 20:00:00,Caltech,4,109.12,118278.26,3553.05,3555,1.0,10.0,1
2018-09-09 20:00:00,JPL,1,158.8,0.0,0.0,0,0.0057,0.09,0
2018-09-09 21:00:00,Caltech,4,187.4,118283.46,3554.92,3557,1.0,10.0,3
2018-09-09 21:00:00,JPL,0,,,0.0,0,0.0667,1.0,0
2018-09-09 22:00:00,Caltech,3,130.79,118276.08,3556.87,3559,1.0,10.0,0
2018-09-09 22:00:00,JPL,0,,,0.0,0,0.0667,1.0,0
2018-09-09 23:00:00,Caltech,4,122.2,118276.97,3561.82,3563,1.0,10.0,0
2018-09-09 23:00:00,JPL,0,,,0.0,0,0.0374,0.56,1
2018-09-10 00:00:00,Caltech,2,184.32,118245.18,3564.26,3565,1.0,10.0,0
2018-09-10 00:00:00,JPL,0,,,0.0,0,0.0,0.0,0
2018-09-10 01:00:00,Caltech,1,168.35,118233.73,3564.14,3565,1.0,10.0,3
2018-09-10 01:00:00,JPL,0,,,0.0,0,0.0,0.0,0
2018-09-10 02:00:00,Caltech,1,48.33,118220.1,3562.34,3564,1.0,10.0,2
2018-09-10 02:00:00,JPL,0,,,0.0,0,0.0,0.0,0
2018-09-10 03:00:00,Caltech,3,304.92,118180.23,3562.53,3564,1.0,10.0,1
2018-09-10 03:00:00,JPL,0,,,0.0,0,0.0,0.0,0
2018-09-10 04:00:00,Caltech,3,557.68,118167.09,3564.51,3567,1.0,10.0,1
2018-09-10 04:00:00,JPL,0,,,0.0,0,0.0,0.0,0
2018-09-10 05:00:00,Caltech,1,293.07,118183.65,3566.84,3567,1.0,10.0,0
2018-09-10 05:00:00,JPL,0,,,0.0,0,0.0,0.0,0
2018-09-10 06:00:00,Caltech,1,266.73,118089.1,3565.82,3567,1.0,10.0,2
2018-09-10 06:00:00,JPL,0,,,0.0,0,0.0,0.0,0
2018-09-10 07:00:00,Caltech,1,14.25,118085.58,3566.86,3567,1.0,10.0,0
